ID,Function,Comment
4898,"function announceWithdraw ( address _token , uint256 _amount ) external { require ( _amount <= balances [ msg . sender ] [ _token ] , ""Amount too high"" ) ; AnnouncedWithdrawal storage announcement = announcedWithdrawals [ msg . sender ] [ _token ] ; uint256 canWithdrawAt = now + withdrawAnnounceDelay ; announcement . canWithdrawAt = canWithdrawAt ; announcement . amount = _amount ; emit WithdrawAnnounce ( msg . sender , _token , _amount , canWithdrawAt ) ; }",Announces intent to withdraw tokens using ` slowWithdraw `
4899,"function mintToken ( address target , uint mintAmount ) internal { balances [ target ] = safeAdd ( balances [ target ] , mintAmount ) ; _totalSupply = safeAdd ( _totalSupply , mintAmount ) ; emit Transfer ( owner , target , mintAmount ) ; }",Internal function for minting and distributing to a single address
4900,"function verifyInvestment ( address _beneficiary , uint256 _fundsAmount ) public view returns ( bool ) { return polyToken . allowance ( _beneficiary , address ( this ) ) >= _fundsAmount ; }","use to verify the investment , whether the investor provide the allowance to the STO or not ."
4904,function cancelPayment ( uint _idPayment ) onlyOwner { if ( _idPayment >= authorizedPayments . length ) throw ; Payment p = authorizedPayments [ _idPayment ] ; if ( p . canceled ) throw ; if ( p . paid ) throw ; p . canceled = true ; PaymentCanceled ( _idPayment ) ; },` onlyOwner ` Cancel a payment all together
4906,function transferWei ( address _contractAddress ) public isOwner isClosed { uint256 weiForTransfer = weiTransferCalculator ( ) ; if ( adminFeePercentage > 0 ) { weiForTransfer = payOutAdminFee ( weiForTransfer ) ; } require ( weiForTransfer > 0 ) ; _contractAddress . transfer ( weiForTransfer ) ; setPoolToAwaitingTokens ( ) ; emit EtherTransferredOut ( weiForTransfer ) ; },Transfers the Ether out of the contract to the given address parameter .
4909,function changeSponseeAddress ( address _newAddress ) onlyAccountAddressForSponsee { sponseeAddress = _newAddress ; LogChangeSponseeAddress ( _newAddress ) ; },This method will change old sponsee address with a new one .
4910,"function uint2str ( uint i ) internal pure returns ( string ) { if ( i == 0 ) return ""0"" ; uint j = i ; uint length ; while ( j != 0 ) { length ++ ; j /= 10 ; } bytes memory bstr = new bytes ( length ) ; uint k = length - 1 ; while ( i != 0 ) { bstr [ k -- ] = byte ( 48 + i % 10 ) ; i /= 10 ; } return string ( bstr ) ; }",used with addToString ( ) to generate the tokenURI
4912,function withdrawBalance ( ) public mustBeAtStage ( Stage . Finalized ) { wallet . transfer ( this . balance ) ; },Used only if there are some leftover funds ( because of topUpBalance )
4913,"function deploy ( bytes ) external returns ( address ) { if ( setupCost > 0 ) require ( polyToken . transferFrom ( msg . sender , owner , setupCost ) , ""Insufficent allowance or balance"" ) ; address ethDividendCheckpoint = new EtherDividendCheckpoint ( msg . sender , address ( polyToken ) ) ; emit GenerateModuleFromFactory ( ethDividendCheckpoint , getName ( ) , address ( this ) , msg . sender , setupCost , now ) ; return ethDividendCheckpoint ; }",Used to launch the Module with the help of factory
4914,"function addManualApproval ( address _from , address _to , uint256 _allowance , uint256 _expiryTime ) public withPerm ( TRANSFER_APPROVAL ) { require ( _from != address ( 0 ) , ""Invalid from address"" ) ; require ( _to != address ( 0 ) , ""Invalid to address"" ) ; require ( _expiryTime > now , ""Invalid expiry time"" ) ; require ( manualApprovals [ _from ] [ _to ] . allowance == 0 , ""Approval already exists"" ) ; manualApprovals [ _from ] [ _to ] = ManualApproval ( _allowance , _expiryTime ) ; emit AddManualApproval ( _from , _to , _allowance , _expiryTime , msg . sender ) ; }",Adds a pair of addresses to manual approvals
4915,"function transferTokens ( Trade [ ] trades , TradeFlag [ ] tradeFlags ) internal { for ( uint256 i = 0 ; i < trades . length ; i ++ ) { if ( trades [ i ] . isSell && ! tradeFlags [ i ] . ignoreTrade ) { if ( ! TokenTransferProxy ( tokenTransferProxy ) . transferFrom ( trades [ i ] . tokenAddress , msg . sender , address ( this ) , trades [ i ] . tokenAmount ) ) { errorReporter . revertTx ( ""TTP unable to transfer tokens to primary"" ) ; } emit GenericEvent ( 3 ) ; } } }","Iterates through a list of token orders , transfer the SELL orders to this contract & calculates if we have the ether needed"
4916,"function rejectMilestone ( uint _idMilestone ) campaignNotCanceled notChanging { if ( _idMilestone >= milestones . length ) throw ; Milestone milestone = milestones [ _idMilestone ] ; if ( ( msg . sender != milestone . reviewer ) || ( milestone . status != MilestoneStatus . Completed ) ) throw ; milestone . status = MilestoneStatus . AcceptedAndInProgress ; ProposalStatusChanged ( _idMilestone , milestone . status ) ; }",` onlyReviewer ` Rejects a specific milestone 's completion and reverts the ` milestone.status ` back to the ` AcceptedAndInProgress ` state
4917,"function tokensOfWithData ( address _owner , uint256 _index ) public view returns ( uint256 [ ] , uint256 [ ] ) { uint256 [ ] memory tokensList = ownedTokens [ _owner ] ; uint256 [ ] memory dataList = new uint256 [ ] ( tokensList . length ) ; for ( uint i = 0 ; i < tokensList . length ; i ++ ) { dataList [ i ] = data [ _index ] [ tokensList [ i ] ] ; } return ( tokensList , dataList ) ; }",Gets the list of tokens owned by a given address
4918,"function mintOnce ( string _key , address _to , uint256 _amount ) private whenNotPaused whenNotMinted ( _key ) { mintTokens ( _to , _amount ) ; mintingList [ computeHash ( _key ) ] = true ; }",Mints the tokens only once against the supplied key ( category ) .
4921,function getBidIdList ( ) public view returns ( bytes32 [ ] bidIds ) { return bidIdList ; },Get the list of Campaign BidIds registered in the contract Returns the list of BidIds of the campaigns ever registered in the contract
4923,function finalize ( ) public initialized { require ( finalizedBlock == 0 ) ; assert ( getBlockNumber ( ) >= startBlock ) ; assert ( msg . sender == controller || getBlockNumber ( ) > endBlock || tokensForSale ( ) == 0 ) ; apt . changeController ( place_holder ) ; finalizedBlock = getBlockNumber ( ) ; Finalized ( finalizedBlock ) ; },This method will can be called by the controller before the contribution period end or by anybody after the ` endBlock ` .
4925,"function createCloneToken ( MiniMeToken _parentToken , uint _snapshotBlock , string _tokenName , uint8 _decimalUnits , string _tokenSymbol , bool _transfersEnabled ) public returns ( MiniMeToken ) { MiniMeToken newToken = new MiniMeToken ( this , _parentToken , _snapshotBlock , _tokenName , _decimalUnits , _tokenSymbol , _transfersEnabled ) ; newToken . changeController ( msg . sender ) ; return newToken ; }",Update the DApp by creating a new token with new functionalities the msg.sender becomes the controller of this clone token
4927,function emission ( uint _value ) onlyOwner { if ( _value + totalSupply < totalSupply ) throw ; totalSupply += _value ; balances [ owner ] += _value ; },owner balance will be increased by ` _value `
4928,"function setInterfaceImplementer ( address _addr , bytes32 _interfaceHash , address _implementer ) external { address addr = _addr == 0 ? msg . sender : _addr ; require ( getManager ( addr ) == msg . sender , ""Not the manager"" ) ; require ( ! isERC165Interface ( _interfaceHash ) , ""Must not be a ERC165 hash"" ) ; if ( _implementer != 0 && _implementer != msg . sender ) { require ( ERC820ImplementerInterface ( _implementer ) . canImplementInterfaceForAddress ( _interfaceHash , addr ) == ERC820_ACCEPT_MAGIC , ""Does not implement the interface"" ) ; } interfaces [ addr ] [ _interfaceHash ] = _implementer ; emit InterfaceImplementerSet ( addr , _interfaceHash , _implementer ) ; }",Sets the contract which implements a specific interface for an address .
4936,"function HAVtoUSD ( uint hav_dec ) public view priceNotStale returns ( uint ) { return safeMul_dec ( hav_dec , price ) ; }",The value in USD for a given amount of HAV
4939,"function transfer ( address to , uint256 tokenAmount ) public tradable ( msg . sender ) returns ( bool success ) { require ( tokenAmount > 0 ) ; require ( tokenAmount <= balances [ msg . sender ] ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( tokenAmount ) ; balances [ to ] = balances [ to ] . add ( tokenAmount ) ; emit Transfer ( msg . sender , to , tokenAmount ) ; return true ; }",Transfers ` amount ` from msg.sender to ` destination `
4941,"function _setOriginationFee ( uint originationFeeMantissa ) public returns ( uint ) { if ( msg . sender != admin ) { return fail ( Error . UNAUTHORIZED , FailureInfo . SET_ORIGINATION_FEE_OWNER_CHECK ) ; } Exp memory oldOriginationFee = originationFee ; originationFee = Exp ( { mantissa : originationFeeMantissa } ) ; emit NewOriginationFee ( oldOriginationFee . mantissa , originationFeeMantissa ) ; return uint ( Error . NO_ERROR ) ; }",Sets the origination fee ( which is a multiplier on new borrows )
4942,function enableWithdrawal ( ) public onlyOwner whenStopped whenWithdrawalDisabled { withdrawalEnabled = true ; emit WithdrawalEnabled ( owner ) ; },"enables withdrawals , only callable by the owner when the withdrawals are disabled"
4943,function createNewAccount ( address _newUser ) external onlyAccountRegistryLogic nonZero ( _newUser ) { require ( ! addressBelongsToAccount ( _newUser ) ) ; numAccounts ++ ; accountByAddress [ _newUser ] = numAccounts ; },Create an account for a user and emit an event
4944,function setKingdomCreationFeeWei ( uint _kingdomCreationFeeWei ) { externalEnter ( ) ; setKingdomCreationFeeWeiRP ( _kingdomCreationFeeWei ) ; externalLeave ( ) ; },Used by topWizard to vary the fee for creating kingdoms .
4947,function changeTickerRegistrationFee ( uint256 _tickerRegFee ) external ;,Sets the ticker registration fee in POLY tokens
4951,function balanceOf ( address _holder ) public view returns ( uint256 ) { return balances [ _holder ] ; },Used to get the balance of a holder
4955,function getPermissions ( ) public view returns ( bytes32 [ ] ) { bytes32 [ ] memory allPermissions = new bytes32 [ ] ( 2 ) ; allPermissions [ 0 ] = WHITELIST ; allPermissions [ 1 ] = FLAGS ; return allPermissions ; },Return the permissions flag that are associated with general trnasfer manager
4956,"function approve ( address spender , uint256 value ) public returns ( bool _success ) { require ( spender != address ( 0 ) ) ; require ( value != 0 ) ; allowed [ msg . sender ] [ spender ] = value ; Approval ( msg . sender , spender , value ) ; return true ; }",To approve another user to use your tokens
4958,"function recoverAddress ( bytes32 _h , uint8 _v , bytes32 _r , bytes32 _s ) private pure returns ( address ) { bytes memory _prefix = ""\x19Ethereum Signed Message:\n32"" ; bytes32 _prefixedHash = keccak256 ( abi . encodePacked ( _prefix , _h ) ) ; return ecrecover ( _prefixedHash , _v , _r , _s ) ; }",Returns an empty escrow struct and 0 _tradeHash if not found .
4959,"function proxy ( address destination , address account , uint amount , uint gasLimit ) public onlyOwner { require ( destination != ParetoAddress ) ; bytes4 sig = bytes4 ( keccak256 ( ""transfer(address,uint256)"" ) ) ; assembly { let x := mload ( 0x40 ) mstore ( x , sig ) mstore ( add ( x , 0x04 ) , account ) mstore ( add ( x , 0x24 ) , amount ) let success := call ( gasLimit , destination , 0 , x , 0x44 , x , 0x0 ) jumpi ( 0x02 , iszero ( success ) ) } emit LogProxy ( destination , account , amount , gasLimit ) ; }",this function sends back the mistankenly sent non-Pareto ERC20 tokens
4961,"function claimTokens ( address _token ) public onlyOwner { require ( _token != address ( att ) ) ; if ( _token == 0x0 ) { owner . transfer ( this . balance ) ; return ; } ERC20Token token = ERC20Token ( _token ) ; uint256 balance = token . balanceOf ( this ) ; token . transfer ( owner , balance ) ; ClaimedTokens ( _token , owner , balance ) ; }",This method can be used by the controller to extract mistakenly sent tokens to this contract .
4962,"function revealVote ( uint _pollID , uint _voteOption , uint _salt ) external { require ( revealPeriodActive ( _pollID ) ) ; require ( pollMap [ _pollID ] . didCommit [ msg . sender ] ) ; require ( ! pollMap [ _pollID ] . didReveal [ msg . sender ] ) ; require ( keccak256 ( _voteOption , _salt ) == getCommitHash ( msg . sender , _pollID ) ) ; uint numTokens = getNumTokens ( msg . sender , _pollID ) ; if ( _voteOption == 1 ) { pollMap [ _pollID ] . votesFor += numTokens ; } else { pollMap [ _pollID ] . votesAgainst += numTokens ; } dllMap [ msg . sender ] . remove ( _pollID ) ; pollMap [ _pollID ] . didReveal [ msg . sender ] = true ; _VoteRevealed ( _pollID , numTokens , pollMap [ _pollID ] . votesFor , pollMap [ _pollID ] . votesAgainst , _voteOption , msg . sender ) ; }",Reveals vote with choice and secret salt used in generating commitHash to attribute committed tokens
4963,"function getTokenBalance ( string currency ) public view returns ( uint balance ) { return lib . getTokenBalance ( currency , address ( this ) ) ; }",Returns balance of this contract associated with currency symbol .
4965,function setMyICOContract ( address _SCICO ) public onlyOwner { require ( address ( this ) . balance == 0 ) ; addressSCICO = _SCICO ; },The owner must specify which ICO contract is allowed call for refunds
4966,"function getAmountToGive ( OrderData data ) public view whenNotPaused onlySelf returns ( uint256 amountToGive ) { uint256 feePercentage = exchange . fee ( ) ; uint256 availableVolume = exchange . availableVolume ( data . takerToken , data . takerAmount , data . makerToken , data . makerAmount , data . expires , data . nonce , data . user , data . v , data . r , data . s ) ; uint256 fee = SafeMath . div ( SafeMath . mul ( availableVolume , feePercentage ) , 1 ether ) ; return SafeMath . add ( availableVolume , fee ) ; }",Gets the amount that TotlePrimary needs to give for this order
4968,function removeManyAdmins ( address [ ] _accounts ) external onlyAdmin returns ( bool ) { for ( uint8 i = 0 ; i < _accounts . length ; i ++ ) { address account = _accounts [ i ] ; if ( account != address ( 0 ) && admins [ account ] && account != owner ) { admins [ account ] = false ; emit AdminRemoved ( _accounts [ i ] ) ; } } return true ; },Removes multiple addresses to the administrator list .
4969,function setWeth ( address wethAddress ) public onlyOwner { require ( wethAddress != address ( 0x0 ) ) ; weth = WethInterface ( wethAddress ) ; },Changes the current contract address set as WETH
4972,"function hasRole ( address addr , string role ) public view returns ( bool ) { return rbac . hasRole ( addr , role ) ; }",Check if an address has a role .
4973,"function requestCustodianChange ( address _proposedCustodian ) public returns ( bytes32 lockId ) { require ( _proposedCustodian != address ( 0 ) ) ; lockId = generateLockId ( ) ; custodianChangeReqs [ lockId ] = CustodianChangeRequest ( { proposedNew : _proposedCustodian } ) ; emit CustodianChangeRequested ( lockId , msg . sender , _proposedCustodian ) ; }",Requests a change of the custodian associated with this contract .
4976,"function verifyTransfer ( address _from , address _to , uint256 , bytes , bool ) public returns ( Result ) { if ( ! paused ) { if ( allowAllTransfers ) { return Result . VALID ; } if ( allowAllBurnTransfers && ( _to == address ( 0 ) ) ) { return Result . VALID ; } if ( allowAllWhitelistTransfers ) { return ( _onWhitelist ( _to ) && _onWhitelist ( _from ) ) ? Result . VALID : Result . NA ; } if ( allowAllWhitelistIssuances && _from == issuanceAddress ) { if ( ! whitelist [ _to ] . canBuyFromSTO && _isSTOAttached ( ) ) { return Result . NA ; } return _onWhitelist ( _to ) ? Result . VALID : Result . NA ; } return ( ( _onWhitelist ( _from ) && whitelist [ _from ] . fromTime <= now ) && ( _onWhitelist ( _to ) && whitelist [ _to ] . toTime <= now ) ) ? Result . VALID : Result . NA ; } return Result . NA ; }","Default implementation of verifyTransfer used by SecurityToken If the transfer request comes from the STO , it only checks that the investor is in the whitelist If the transfer request comes from a token holder , it checks that : a ) Both are on the whitelist b ) Seller 's sale lockup period is over c ) Buyer 's purchase lockup is over"
